optimal_tour,optimal_tour_length,simulated_annealing_tour,simulated_annealing_tour_length,score,time
"{1, 6, 9, 13, 2, 16, 14, 7, 3, 20, 18, 12, 4, 19, 17, 5, 8, 11, 10, 15, 1}",4.181606,"{1, 6, 9, 13, 2, 16, 14, 7, 3, 20, 11, 18, 12, 4, 19, 17, 5, 8, 10, 15, 1}",4.368050,0.044587,0.046549
"{1, 3, 5, 10, 19, 8, 13, 9, 20, 16, 12, 4, 2, 6, 15, 7, 11, 17, 18, 14, 1}",3.572603,"{1, 14, 18, 17, 11, 7, 15, 6, 2, 4, 12, 16, 20, 9, 13, 8, 19, 10, 5, 3, 1}",3.572603,0.000000,0.046898
"{1, 6, 9, 20, 2, 3, 7, 11, 13, 18, 16, 10, 12, 19, 15, 5, 4, 14, 8, 17, 1}",3.827915,"{1, 9, 6, 13, 18, 16, 10, 12, 19, 15, 5, 4, 14, 8, 3, 11, 7, 2, 20, 17, 1}",4.114640,0.074904,0.046816
"{1, 6, 5, 8, 2, 14, 18, 10, 11, 4, 17, 12, 13, 20, 9, 15, 19, 3, 16, 7, 1}",3.639434,"{1, 6, 5, 8, 2, 14, 18, 10, 11, 4, 17, 12, 13, 20, 9, 15, 19, 3, 16, 7, 1}",3.639434,0.000000,0.046601
"{1, 5, 2, 3, 17, 15, 10, 6, 13, 4, 9, 18, 16, 12, 8, 11, 19, 14, 20, 7, 1}",3.969239,"{1, 7, 20, 19, 14, 5, 2, 11, 8, 12, 16, 18, 9, 4, 13, 6, 10, 15, 17, 3, 1}",4.169632,0.050487,0.046656
"{1, 13, 19, 20, 2, 18, 8, 14, 6, 7, 10, 11, 4, 5, 9, 15, 3, 12, 16, 17, 1}",3.990679,"{1, 18, 20, 2, 14, 8, 7, 6, 10, 11, 4, 5, 9, 15, 3, 12, 16, 17, 13, 19, 1}",4.046767,0.014055,0.047123
"{1, 13, 15, 12, 16, 7, 3, 5, 6, 9, 11, 17, 2, 14, 19, 10, 18, 4, 20, 8, 1}",3.316294,"{1, 13, 15, 12, 16, 7, 3, 5, 6, 9, 11, 17, 2, 14, 19, 10, 18, 4, 20, 8, 1}",3.316294,0.000000,0.047104
"{1, 12, 8, 7, 10, 4, 18, 11, 5, 6, 13, 19, 16, 14, 3, 9, 15, 20, 2, 17, 1}",3.976714,"{1, 12, 8, 7, 10, 4, 18, 11, 5, 6, 13, 19, 16, 14, 3, 9, 15, 20, 2, 17, 1}",3.976714,0.000000,0.046810
"{1, 10, 2, 8, 11, 5, 6, 17, 12, 3, 18, 19, 14, 9, 15, 4, 16, 13, 7, 20, 1}",3.618561,"{1, 10, 2, 8, 11, 5, 6, 17, 12, 3, 18, 19, 14, 9, 15, 4, 16, 13, 7, 20, 1}",3.618561,0.000000,0.046731
"{1, 8, 10, 6, 16, 14, 4, 17, 19, 7, 9, 15, 5, 18, 11, 13, 20, 2, 3, 12, 1}",3.969908,"{1, 18, 11, 3, 2, 20, 13, 5, 15, 9, 7, 19, 17, 4, 14, 16, 6, 10, 12, 8, 1}",4.012347,0.010690,0.046784
"{1, 9, 20, 16, 17, 7, 10, 3, 14, 15, 4, 18, 6, 5, 11, 8, 12, 19, 2, 13, 1}",4.094851,"{1, 9, 20, 16, 17, 7, 10, 13, 2, 3, 14, 15, 4, 18, 6, 5, 11, 8, 19, 12, 1}",4.555050,0.112385,0.046754
"{1, 18, 19, 16, 3, 2, 7, 12, 15, 10, 11, 5, 9, 14, 17, 13, 20, 6, 4, 8, 1}",3.172333,"{1, 8, 4, 6, 20, 13, 17, 14, 9, 5, 11, 10, 15, 12, 7, 2, 16, 19, 3, 18, 1}",3.166462,-0.001851,0.046804
"{1, 13, 5, 10, 9, 18, 15, 8, 12, 17, 2, 19, 6, 7, 4, 20, 16, 14, 3, 11, 1}",4.085580,"{1, 11, 20, 16, 4, 7, 6, 14, 3, 10, 12, 17, 19, 2, 8, 15, 18, 9, 5, 13, 1}",4.375302,0.070913,0.046745
"{1, 12, 13, 10, 11, 4, 5, 3, 18, 15, 14, 8, 17, 19, 9, 7, 16, 2, 6, 20, 1}",4.113017,"{1, 20, 6, 2, 16, 7, 9, 19, 17, 8, 14, 15, 18, 3, 5, 4, 11, 10, 13, 12, 1}",4.113017,0.000000,0.046733
"{1, 14, 15, 18, 20, 10, 7, 17, 19, 3, 5, 16, 6, 11, 4, 12, 2, 8, 13, 9, 1}",3.803030,"{1, 9, 13, 8, 2, 12, 4, 11, 6, 16, 5, 3, 19, 17, 7, 10, 20, 18, 15, 14, 1}",3.803029,0.000000,0.046770
"{1, 2, 16, 12, 18, 10, 14, 13, 20, 15, 4, 19, 3, 11, 9, 6, 17, 7, 8, 5, 1}",3.185372,"{1, 5, 8, 7, 17, 6, 9, 11, 3, 19, 4, 15, 20, 13, 14, 10, 18, 12, 16, 2, 1}",3.185372,0.000000,0.046888
"{1, 12, 14, 15, 3, 6, 17, 4, 19, 20, 10, 8, 9, 2, 7, 13, 18, 16, 5, 11, 1}",3.693049,"{1, 11, 5, 16, 18, 13, 7, 2, 9, 8, 10, 20, 19, 4, 17, 6, 3, 15, 14, 12, 1}",3.693049,0.000000,0.046784
"{1, 11, 4, 20, 2, 13, 6, 8, 5, 9, 19, 15, 10, 17, 14, 16, 7, 12, 3, 18, 1}",4.060362,"{1, 18, 3, 12, 7, 16, 14, 17, 10, 15, 19, 9, 5, 8, 6, 13, 2, 20, 4, 11, 1}",4.060361,0.000000,0.046617
"{1, 4, 17, 18, 7, 2, 3, 9, 19, 8, 20, 12, 10, 6, 13, 15, 5, 14, 16, 11, 1}",4.016551,"{1, 4, 17, 18, 7, 2, 3, 9, 19, 10, 13, 6, 12, 8, 20, 5, 15, 14, 16, 11, 1}",4.166475,0.037327,0.047220
"{1, 5, 6, 8, 17, 19, 11, 12, 20, 4, 16, 2, 9, 14, 13, 18, 10, 3, 15, 7, 1}",4.037640,"{1, 7, 15, 3, 10, 18, 13, 14, 9, 2, 16, 4, 20, 12, 11, 19, 17, 8, 6, 5, 1}",4.037640,0.000000,0.046741
"{1, 3, 4, 16, 10, 7, 11, 12, 17, 9, 13, 6, 20, 14, 5, 18, 8, 15, 19, 2, 1}",3.776974,"{1, 3, 4, 16, 10, 7, 11, 12, 17, 9, 13, 6, 20, 14, 18, 5, 8, 15, 19, 2, 1}",3.776208,-0.000203,0.046653
"{1, 6, 14, 16, 19, 12, 5, 8, 11, 4, 17, 20, 18, 7, 2, 9, 3, 15, 10, 13, 1}",3.500580,"{1, 13, 10, 15, 3, 9, 2, 7, 18, 20, 17, 4, 11, 8, 5, 19, 12, 16, 14, 6, 1}",3.515578,0.004285,0.046722
"{1, 16, 17, 6, 7, 4, 8, 20, 10, 14, 13, 2, 18, 9, 12, 5, 3, 19, 11, 15, 1}",4.385164,"{1, 15, 11, 19, 3, 5, 9, 18, 12, 20, 2, 13, 14, 10, 8, 4, 7, 6, 17, 16, 1}",4.607369,0.050672,0.046645
"{1, 8, 14, 5, 17, 7, 19, 13, 16, 11, 15, 20, 12, 2, 4, 3, 9, 18, 6, 10, 1}",4.274031,"{1, 3, 6, 18, 9, 20, 4, 2, 12, 11, 15, 16, 13, 19, 7, 17, 5, 14, 8, 10, 1}",4.445247,0.040059,0.046748
"{1, 15, 7, 11, 12, 8, 4, 13, 20, 16, 5, 18, 2, 17, 6, 19, 14, 10, 9, 3, 1}",4.074868,"{1, 15, 7, 12, 8, 4, 13, 20, 16, 11, 19, 6, 5, 18, 2, 17, 14, 10, 9, 3, 1}",4.187035,0.027526,0.046840
"{1, 12, 9, 11, 20, 19, 5, 3, 18, 14, 7, 17, 4, 16, 6, 15, 8, 13, 10, 2, 1}",4.204653,"{1, 2, 10, 6, 15, 13, 8, 4, 16, 17, 7, 14, 18, 3, 5, 19, 20, 11, 9, 12, 1}",4.249675,0.010708,0.046838
"{1, 13, 14, 7, 19, 20, 9, 4, 2, 15, 5, 16, 12, 18, 17, 3, 8, 6, 10, 11, 1}",4.371514,"{1, 13, 14, 19, 20, 9, 15, 4, 2, 5, 16, 12, 7, 18, 17, 3, 8, 6, 10, 11, 1}",4.416915,0.010386,0.046584
"{1, 13, 2, 8, 19, 16, 12, 7, 11, 5, 14, 9, 17, 4, 20, 10, 3, 15, 18, 6, 1}",3.663516,"{1, 6, 18, 20, 15, 3, 10, 4, 17, 9, 14, 5, 11, 7, 12, 16, 19, 8, 2, 13, 1}",3.678315,0.004040,0.046706
"{1, 13, 11, 14, 18, 4, 12, 19, 15, 17, 3, 10, 5, 16, 7, 20, 8, 2, 9, 6, 1}",3.929269,"{1, 6, 9, 2, 8, 20, 7, 16, 5, 3, 10, 15, 19, 12, 17, 4, 18, 14, 11, 13, 1}",3.938225,0.002279,0.046895
"{1, 16, 20, 4, 7, 14, 15, 9, 5, 19, 2, 6, 10, 13, 12, 3, 8, 17, 18, 11, 1}",4.162768,"{1, 11, 18, 17, 8, 3, 12, 13, 10, 6, 2, 19, 5, 9, 15, 14, 7, 4, 20, 16, 1}",4.162768,0.000000,0.046823
"{1, 14, 5, 11, 20, 7, 9, 15, 16, 2, 19, 8, 10, 6, 3, 18, 13, 17, 4, 12, 1}",3.739471,"{1, 14, 5, 11, 20, 7, 9, 4, 17, 13, 15, 16, 2, 19, 8, 10, 6, 3, 18, 12, 1}",3.937078,0.052843,0.047016
"{1, 10, 3, 7, 20, 18, 17, 5, 9, 6, 12, 2, 13, 16, 14, 19, 4, 11, 8, 15, 1}",3.734897,"{1, 15, 8, 11, 4, 19, 14, 16, 13, 6, 2, 12, 9, 5, 17, 18, 20, 7, 3, 10, 1}",3.761351,0.007083,0.047280
"{1, 4, 15, 10, 9, 20, 14, 7, 12, 3, 5, 13, 8, 6, 18, 11, 16, 19, 2, 17, 1}",3.666959,"{1, 4, 15, 10, 9, 20, 14, 7, 12, 3, 5, 13, 8, 6, 18, 11, 16, 19, 2, 17, 1}",3.666959,0.000000,0.046750
"{1, 3, 4, 19, 12, 13, 7, 16, 15, 2, 8, 9, 5, 10, 18, 14, 20, 6, 11, 17, 1}",3.712310,"{1, 17, 14, 20, 11, 6, 7, 16, 8, 18, 10, 5, 9, 2, 15, 13, 12, 19, 4, 3, 1}",3.811408,0.026694,0.046688
"{1, 11, 3, 15, 17, 20, 2, 5, 8, 10, 7, 14, 4, 13, 18, 19, 12, 6, 9, 16, 1}",3.813657,"{1, 16, 9, 6, 12, 19, 18, 13, 4, 14, 7, 10, 8, 5, 2, 20, 17, 15, 3, 11, 1}",3.813657,0.000000,0.046604
"{1, 8, 17, 12, 13, 3, 20, 9, 15, 11, 6, 5, 14, 16, 4, 18, 10, 7, 19, 2, 1}",3.436487,"{1, 2, 19, 7, 10, 18, 4, 16, 14, 5, 6, 11, 15, 9, 20, 3, 13, 12, 17, 8, 1}",3.436487,0.000000,0.046633
"{1, 6, 14, 20, 12, 13, 4, 15, 17, 5, 11, 2, 7, 3, 16, 10, 8, 19, 18, 9, 1}",3.997070,"{1, 6, 13, 4, 12, 20, 15, 17, 5, 11, 14, 2, 7, 3, 16, 10, 8, 19, 18, 9, 1}",4.258249,0.065342,0.046858
"{1, 15, 11, 13, 8, 14, 10, 5, 6, 4, 9, 12, 17, 16, 18, 3, 20, 19, 7, 2, 1}",3.492009,"{1, 2, 7, 19, 20, 3, 18, 16, 17, 12, 9, 4, 6, 5, 10, 14, 8, 13, 11, 15, 1}",3.492009,0.000000,0.046731
"{1, 17, 8, 10, 2, 16, 12, 14, 15, 9, 3, 5, 6, 20, 4, 7, 13, 11, 19, 18, 1}",4.011156,"{1, 17, 8, 10, 2, 16, 12, 14, 15, 9, 3, 5, 6, 20, 4, 7, 13, 11, 19, 18, 1}",4.011156,0.000000,0.046708
"{1, 17, 20, 13, 10, 11, 3, 9, 19, 5, 12, 8, 7, 16, 15, 14, 6, 2, 4, 18, 1}",3.573857,"{1, 17, 20, 5, 13, 10, 11, 3, 9, 19, 12, 8, 7, 16, 15, 14, 6, 2, 4, 18, 1}",3.593730,0.005561,0.046857
"{1, 12, 7, 2, 9, 15, 11, 19, 16, 3, 10, 18, 5, 4, 20, 13, 14, 6, 17, 8, 1}",3.969751,"{1, 12, 7, 2, 9, 15, 11, 19, 16, 3, 10, 18, 5, 4, 14, 13, 20, 8, 6, 17, 1}",4.025124,0.013949,0.046746
"{1, 16, 5, 6, 20, 19, 14, 11, 8, 15, 7, 13, 9, 12, 18, 17, 10, 3, 2, 4, 1}",3.840356,"{1, 16, 5, 6, 20, 19, 14, 11, 8, 15, 7, 13, 9, 12, 18, 17, 10, 3, 2, 4, 1}",3.840356,0.000000,0.046601
"{1, 20, 4, 16, 17, 15, 19, 3, 2, 12, 14, 18, 9, 8, 10, 11, 7, 6, 5, 13, 1}",3.979770,"{1, 20, 4, 16, 17, 15, 19, 3, 2, 12, 14, 18, 9, 8, 10, 11, 7, 6, 5, 13, 1}",3.979770,0.000000,0.046763
"{1, 5, 17, 15, 7, 18, 11, 10, 9, 12, 8, 6, 13, 16, 14, 4, 19, 20, 2, 3, 1}",3.775528,"{1, 5, 11, 10, 13, 6, 8, 12, 9, 18, 7, 15, 17, 3, 19, 4, 14, 16, 20, 2, 1}",4.363180,0.155648,0.046957
"{1, 8, 10, 13, 19, 6, 17, 9, 12, 3, 2, 4, 15, 11, 7, 16, 14, 20, 5, 18, 1}",3.666862,"{1, 20, 14, 16, 7, 11, 15, 4, 2, 3, 12, 9, 17, 6, 19, 13, 10, 8, 18, 5, 1}",3.658756,-0.002210,0.046997
"{1, 20, 18, 16, 4, 11, 3, 17, 7, 6, 15, 8, 2, 5, 12, 10, 13, 14, 9, 19, 1}",3.111632,"{1, 19, 9, 14, 13, 10, 12, 5, 2, 8, 15, 6, 7, 17, 3, 11, 4, 16, 18, 20, 1}",3.111632,0.000000,0.046811
"{1, 11, 8, 3, 16, 7, 10, 20, 15, 19, 6, 18, 2, 12, 14, 4, 17, 9, 5, 13, 1}",4.013654,"{1, 13, 5, 14, 12, 9, 17, 4, 2, 6, 18, 10, 7, 20, 15, 16, 3, 8, 19, 11, 1}",4.162813,0.037163,0.046905
"{1, 20, 5, 16, 19, 14, 17, 9, 4, 3, 11, 12, 6, 15, 10, 18, 2, 8, 7, 13, 1}",3.866071,"{1, 13, 7, 8, 2, 18, 10, 15, 6, 12, 3, 11, 17, 14, 19, 16, 5, 20, 9, 4, 1}",3.926036,0.015511,0.046813
"{1, 7, 11, 20, 17, 18, 9, 3, 14, 12, 8, 6, 16, 13, 2, 15, 5, 19, 4, 10, 1}",3.895469,"{1, 7, 11, 20, 17, 18, 9, 3, 14, 12, 8, 6, 16, 13, 2, 15, 5, 19, 4, 10, 1}",3.895469,0.000000,0.047058
"{1, 18, 15, 17, 8, 19, 11, 20, 13, 9, 3, 10, 2, 5, 7, 16, 4, 14, 6, 12, 1}",4.059049,"{1, 12, 6, 18, 15, 5, 2, 7, 16, 14, 4, 10, 3, 9, 13, 20, 11, 19, 8, 17, 1}",4.154486,0.023512,0.046921
"{1, 7, 5, 15, 2, 18, 4, 17, 16, 13, 12, 6, 19, 11, 8, 10, 14, 20, 9, 3, 1}",4.155773,"{1, 19, 11, 6, 12, 13, 16, 17, 4, 15, 18, 2, 5, 7, 3, 9, 20, 14, 8, 10, 1}",4.271349,0.027811,0.046777
"{1, 12, 3, 16, 10, 14, 11, 2, 8, 6, 15, 18, 5, 13, 9, 20, 7, 4, 19, 17, 1}",3.198474,"{1, 17, 19, 4, 7, 20, 9, 13, 5, 18, 15, 6, 8, 2, 11, 14, 10, 16, 3, 12, 1}",3.198474,0.000000,0.046720
"{1, 10, 3, 19, 2, 4, 9, 11, 6, 8, 17, 5, 15, 18, 16, 13, 7, 14, 20, 12, 1}",3.631236,"{1, 10, 12, 20, 14, 7, 13, 11, 6, 15, 16, 18, 5, 17, 8, 4, 2, 19, 3, 9, 1}",3.778634,0.040592,0.047036
"{1, 9, 3, 4, 6, 11, 10, 17, 2, 16, 13, 15, 5, 7, 8, 14, 18, 20, 12, 19, 1}",3.762246,"{1, 19, 10, 17, 2, 16, 13, 15, 20, 12, 5, 7, 8, 14, 18, 9, 3, 4, 6, 11, 1}",4.153207,0.103917,0.046701
"{1, 12, 20, 2, 9, 17, 5, 13, 3, 11, 7, 15, 8, 19, 6, 4, 14, 18, 16, 10, 1}",3.906538,"{1, 12, 20, 2, 9, 5, 17, 7, 11, 15, 8, 3, 13, 19, 6, 4, 14, 18, 16, 10, 1}",3.919866,0.003412,0.046670
"{1, 8, 20, 16, 6, 2, 7, 10, 5, 13, 9, 17, 4, 14, 18, 15, 11, 12, 19, 3, 1}",4.096375,"{1, 3, 19, 12, 11, 15, 18, 14, 4, 17, 9, 13, 5, 10, 7, 2, 6, 16, 20, 8, 1}",4.096375,0.000000,0.046661
"{1, 6, 7, 3, 5, 18, 20, 15, 19, 9, 17, 13, 11, 16, 14, 4, 10, 2, 12, 8, 1}",3.233000,"{1, 6, 7, 3, 5, 18, 20, 15, 19, 9, 17, 13, 11, 16, 14, 4, 10, 2, 12, 8, 1}",3.233000,0.000000,0.047072
"{1, 12, 2, 13, 3, 18, 10, 6, 16, 11, 14, 9, 20, 17, 4, 19, 5, 15, 8, 7, 1}",3.366222,"{1, 7, 8, 15, 19, 17, 20, 9, 14, 11, 16, 6, 10, 18, 3, 13, 2, 4, 5, 12, 1}",3.370024,0.001129,0.046801
"{1, 14, 8, 5, 20, 11, 10, 3, 16, 9, 7, 2, 12, 18, 4, 17, 15, 6, 19, 13, 1}",3.195655,"{1, 19, 10, 3, 9, 7, 2, 12, 18, 4, 16, 17, 15, 6, 14, 8, 5, 11, 20, 13, 1}",3.353511,0.049397,0.046544
"{1, 3, 17, 2, 20, 12, 18, 14, 7, 16, 19, 9, 4, 6, 15, 5, 13, 10, 8, 11, 1}",3.899714,"{1, 11, 8, 10, 13, 5, 15, 6, 4, 9, 19, 16, 7, 14, 18, 12, 20, 2, 17, 3, 1}",3.899714,0.000000,0.046611
"{1, 13, 9, 15, 6, 8, 3, 19, 7, 10, 20, 4, 18, 11, 17, 5, 12, 14, 16, 2, 1}",4.167477,"{1, 2, 16, 14, 5, 17, 11, 18, 4, 20, 10, 7, 19, 3, 8, 6, 15, 9, 12, 13, 1}",4.290941,0.029626,0.046658
"{1, 11, 12, 15, 14, 17, 7, 6, 8, 18, 13, 9, 2, 4, 3, 10, 5, 19, 16, 20, 1}",3.555060,"{1, 11, 12, 15, 14, 17, 7, 18, 6, 8, 4, 2, 13, 9, 16, 3, 10, 5, 19, 20, 1}",4.002834,0.125954,0.046779
"{1, 12, 4, 8, 15, 17, 14, 10, 16, 2, 13, 19, 18, 3, 20, 7, 9, 11, 6, 5, 1}",4.183563,"{1, 5, 6, 11, 9, 7, 20, 3, 18, 19, 13, 2, 16, 10, 14, 17, 15, 8, 4, 12, 1}",4.183563,0.000000,0.046751
"{1, 8, 2, 14, 6, 12, 3, 11, 10, 9, 18, 17, 4, 15, 5, 16, 20, 13, 7, 19, 1}",3.965020,"{1, 16, 8, 2, 14, 6, 12, 3, 11, 10, 9, 18, 17, 4, 15, 5, 20, 13, 7, 19, 1}",4.081272,0.029319,0.046743
"{1, 17, 12, 4, 18, 15, 5, 20, 14, 6, 13, 11, 7, 16, 9, 3, 10, 8, 2, 19, 1}",3.793226,"{1, 19, 2, 8, 10, 3, 9, 16, 7, 11, 13, 20, 5, 15, 14, 6, 18, 4, 17, 12, 1}",3.814974,0.005733,0.046741
"{1, 17, 20, 6, 11, 12, 2, 14, 4, 19, 8, 10, 16, 13, 7, 5, 9, 15, 18, 3, 1}",4.122959,"{1, 17, 20, 6, 11, 12, 2, 14, 4, 19, 8, 10, 9, 15, 5, 16, 13, 7, 18, 3, 1}",4.297826,0.042413,0.046706
"{1, 2, 5, 16, 3, 9, 8, 7, 10, 14, 19, 6, 11, 12, 13, 15, 4, 18, 17, 20, 1}",3.832781,"{1, 20, 17, 18, 4, 15, 13, 12, 11, 6, 19, 14, 10, 7, 8, 9, 3, 16, 5, 2, 1}",3.832781,0.000000,0.046780
"{1, 3, 10, 11, 7, 15, 9, 8, 4, 2, 19, 16, 17, 14, 20, 13, 18, 12, 6, 5, 1}",3.843280,"{1, 5, 6, 12, 18, 13, 20, 14, 17, 16, 19, 2, 4, 8, 9, 15, 7, 11, 10, 3, 1}",3.843280,0.000000,0.046603
"{1, 10, 15, 7, 12, 14, 6, 2, 20, 5, 9, 3, 4, 17, 16, 13, 11, 18, 19, 8, 1}",3.319131,"{1, 10, 15, 7, 12, 14, 6, 2, 20, 5, 9, 3, 4, 17, 16, 13, 11, 18, 19, 8, 1}",3.319131,0.000000,0.047065
"{1, 18, 13, 9, 17, 15, 4, 5, 16, 3, 19, 10, 6, 11, 2, 14, 12, 8, 20, 7, 1}",3.940958,"{1, 7, 20, 8, 14, 11, 2, 6, 10, 19, 3, 16, 12, 5, 4, 15, 17, 9, 13, 18, 1}",4.169655,0.058031,0.047335
"{1, 16, 18, 17, 2, 4, 20, 7, 13, 12, 3, 5, 10, 11, 8, 15, 9, 19, 14, 6, 1}",3.561370,"{1, 6, 14, 19, 9, 15, 8, 11, 10, 5, 3, 12, 13, 7, 20, 4, 2, 17, 18, 16, 1}",3.561370,0.000000,0.046810
"{1, 15, 9, 7, 10, 13, 6, 17, 5, 2, 4, 11, 12, 20, 8, 3, 16, 19, 18, 14, 1}",3.613912,"{1, 14, 18, 19, 16, 3, 8, 20, 12, 11, 4, 2, 5, 17, 6, 13, 10, 7, 9, 15, 1}",3.613911,0.000000,0.046845
"{1, 12, 4, 16, 17, 14, 18, 7, 6, 9, 3, 8, 5, 19, 10, 13, 15, 2, 11, 20, 1}",4.061838,"{1, 5, 8, 3, 19, 10, 13, 15, 2, 11, 20, 12, 4, 16, 17, 14, 7, 6, 9, 18, 1}",4.108235,0.011423,0.046733
"{1, 9, 5, 12, 14, 15, 8, 13, 7, 6, 18, 3, 20, 2, 11, 19, 10, 4, 16, 17, 1}",4.082755,"{1, 5, 12, 8, 15, 14, 9, 17, 16, 4, 10, 20, 2, 6, 3, 18, 13, 7, 11, 19, 1}",4.672581,0.144468,0.046617
"{1, 16, 13, 9, 7, 2, 17, 18, 19, 11, 4, 15, 8, 12, 14, 10, 3, 6, 5, 20, 1}",3.790920,"{1, 20, 6, 3, 10, 14, 12, 8, 15, 4, 11, 19, 18, 17, 2, 7, 9, 13, 16, 5, 1}",3.837625,0.012320,0.046723
"{1, 18, 8, 12, 13, 6, 11, 19, 17, 3, 2, 9, 4, 20, 5, 16, 7, 10, 14, 15, 1}",4.023193,"{1, 18, 8, 12, 13, 6, 11, 19, 17, 3, 2, 9, 4, 20, 5, 16, 7, 10, 14, 15, 1}",4.023193,0.000000,0.046622
"{1, 16, 9, 7, 14, 13, 10, 8, 2, 4, 20, 5, 11, 18, 17, 6, 19, 3, 15, 12, 1}",3.982516,"{1, 12, 15, 3, 19, 6, 17, 18, 11, 5, 20, 4, 2, 8, 10, 13, 14, 7, 9, 16, 1}",3.982516,0.000000,0.046735
"{1, 5, 18, 14, 12, 20, 3, 13, 11, 17, 15, 4, 9, 8, 10, 16, 6, 7, 19, 2, 1}",4.221926,"{1, 14, 5, 18, 20, 12, 3, 13, 11, 17, 15, 4, 9, 8, 10, 16, 6, 19, 2, 7, 1}",4.250701,0.006816,0.046619
"{1, 3, 9, 5, 7, 6, 17, 13, 11, 14, 20, 18, 10, 16, 4, 8, 12, 15, 19, 2, 1}",3.532065,"{1, 9, 5, 7, 6, 17, 3, 13, 11, 14, 20, 18, 10, 16, 4, 8, 12, 15, 19, 2, 1}",3.579977,0.013565,0.046827
"{1, 10, 2, 18, 7, 6, 3, 16, 20, 9, 4, 12, 5, 15, 8, 13, 19, 14, 11, 17, 1}",3.637059,"{1, 16, 2, 18, 7, 6, 3, 20, 9, 4, 12, 5, 15, 8, 13, 19, 14, 11, 17, 10, 1}",3.654927,0.004913,0.046669
"{1, 10, 5, 17, 13, 16, 7, 14, 6, 12, 4, 8, 9, 2, 20, 19, 11, 15, 18, 3, 1}",3.750008,"{1, 10, 5, 17, 12, 13, 16, 7, 14, 6, 4, 8, 9, 2, 20, 19, 11, 15, 18, 3, 1}",3.920780,0.045539,0.046760
"{1, 19, 3, 4, 20, 6, 13, 7, 8, 11, 15, 18, 12, 9, 2, 5, 16, 14, 10, 17, 1}",3.528670,"{1, 17, 10, 14, 16, 5, 2, 9, 12, 18, 15, 11, 8, 7, 13, 6, 20, 4, 3, 19, 1}",3.528670,0.000000,0.046708
"{1, 15, 4, 9, 8, 6, 13, 17, 19, 14, 16, 11, 18, 12, 7, 3, 2, 10, 5, 20, 1}",4.204058,"{1, 15, 4, 9, 8, 6, 13, 17, 19, 14, 11, 18, 12, 16, 7, 3, 2, 10, 5, 20, 1}",4.342163,0.032850,0.047158
"{1, 2, 12, 8, 3, 10, 19, 14, 9, 11, 17, 18, 15, 7, 6, 20, 16, 4, 13, 5, 1}",4.016729,"{1, 5, 13, 12, 7, 4, 16, 20, 6, 15, 18, 17, 11, 9, 14, 19, 10, 3, 8, 2, 1}",4.096420,0.019840,0.046704
"{1, 19, 10, 3, 7, 20, 17, 4, 8, 13, 12, 9, 6, 2, 18, 15, 11, 5, 14, 16, 1}",3.438409,"{1, 19, 10, 3, 2, 7, 20, 17, 4, 8, 13, 12, 9, 6, 15, 18, 11, 5, 14, 16, 1}",3.726577,0.083809,0.046671
"{1, 12, 14, 11, 13, 17, 9, 18, 5, 10, 7, 2, 15, 6, 19, 3, 4, 16, 20, 8, 1}",3.711174,"{1, 8, 20, 16, 4, 3, 19, 6, 15, 2, 7, 10, 5, 18, 9, 17, 13, 11, 14, 12, 1}",3.711174,0.000000,0.046811
"{1, 13, 4, 18, 9, 17, 20, 16, 15, 5, 12, 2, 10, 3, 6, 7, 14, 19, 11, 8, 1}",3.879722,"{1, 9, 18, 13, 4, 17, 20, 16, 15, 5, 12, 2, 10, 3, 6, 7, 14, 19, 11, 8, 1}",3.926505,0.012058,0.046811
"{1, 18, 16, 3, 4, 7, 14, 9, 17, 12, 10, 13, 6, 15, 11, 5, 20, 2, 8, 19, 1}",4.123511,"{1, 18, 16, 3, 4, 7, 6, 13, 14, 9, 17, 12, 10, 5, 20, 11, 15, 2, 8, 19, 1}",4.434187,0.075343,0.046962
"{1, 11, 14, 4, 10, 8, 12, 20, 2, 6, 7, 13, 18, 19, 3, 9, 15, 17, 16, 5, 1}",3.269803,"{1, 11, 14, 4, 10, 8, 12, 20, 2, 6, 7, 13, 18, 19, 3, 9, 15, 17, 16, 5, 1}",3.269803,0.000000,0.046681
"{1, 9, 7, 12, 13, 6, 20, 14, 5, 19, 4, 8, 11, 18, 2, 15, 10, 16, 3, 17, 1}",3.711235,"{1, 17, 3, 16, 10, 15, 2, 18, 8, 4, 11, 19, 5, 14, 20, 6, 13, 12, 7, 9, 1}",3.717176,0.001601,0.046737
"{1, 11, 19, 9, 13, 2, 4, 5, 8, 7, 16, 14, 12, 20, 15, 10, 17, 6, 18, 3, 1}",3.594137,"{1, 11, 19, 13, 9, 2, 5, 8, 7, 16, 14, 4, 12, 20, 15, 10, 17, 6, 18, 3, 1}",3.852137,0.071783,0.046686
"{1, 2, 14, 13, 16, 17, 3, 8, 18, 6, 11, 9, 15, 19, 4, 7, 12, 20, 5, 10, 1}",4.524517,"{1, 2, 14, 3, 17, 16, 13, 8, 18, 6, 11, 9, 15, 19, 4, 7, 12, 20, 5, 10, 1}",4.519771,-0.001049,0.046872
"{1, 17, 19, 6, 11, 2, 3, 16, 20, 15, 13, 9, 18, 10, 7, 12, 4, 8, 5, 14, 1}",4.689925,"{1, 14, 5, 8, 4, 12, 7, 10, 18, 9, 13, 15, 20, 16, 3, 2, 11, 6, 19, 17, 1}",4.689925,0.000000,0.046863
