optimal_tour,optimal_tour_length,transformer_tour,transformer_tour_length,score,time
"{1, 2, 12, 8, 4, 27, 7, 9, 21, 5, 29, 14, 17, 25, 15, 22, 13, 26, 16, 30, 19, 24, 23, 28, 11, 20, 18, 3, 6, 10, 1}",4.422617,"{1, 2, 12, 8, 4, 27, 29, 5, 21, 7, 9, 28, 23, 24, 22, 15, 25, 14, 17, 26, 13, 16, 30, 19, 11, 20, 18, 3, 6, 10, 1}",4.553188,0.029523,0.044965
"{1, 26, 13, 5, 22, 24, 3, 16, 6, 4, 14, 12, 19, 2, 17, 27, 29, 21, 18, 28, 25, 11, 20, 23, 7, 15, 8, 30, 10, 9, 1}",3.760095,"{1, 26, 13, 5, 22, 24, 16, 3, 6, 4, 14, 19, 2, 12, 17, 27, 29, 21, 18, 28, 25, 11, 20, 23, 7, 15, 30, 8, 10, 9, 1}",3.762484,0.000635,0.042926
"{1, 11, 10, 20, 16, 23, 9, 24, 7, 18, 21, 22, 27, 4, 29, 28, 12, 13, 14, 26, 6, 25, 17, 2, 15, 5, 30, 8, 19, 3, 1}",4.091367,"{1, 3, 19, 8, 15, 5, 30, 29, 28, 4, 27, 22, 21, 18, 7, 24, 11, 10, 20, 9, 16, 23, 12, 13, 14, 26, 6, 25, 17, 2, 1}",4.777022,0.167586,0.042738
"{1, 9, 27, 23, 6, 28, 30, 10, 18, 13, 21, 12, 3, 16, 4, 24, 26, 14, 29, 11, 5, 15, 22, 17, 7, 2, 8, 25, 19, 20, 1}",4.533901,"{1, 20, 19, 25, 8, 2, 7, 17, 22, 15, 5, 11, 29, 14, 26, 24, 4, 16, 3, 12, 21, 13, 30, 18, 10, 6, 27, 23, 28, 9, 1}",4.543621,0.002144,0.042544
"{1, 25, 24, 14, 9, 21, 13, 5, 6, 10, 29, 15, 22, 2, 28, 20, 12, 11, 17, 18, 19, 7, 8, 3, 23, 27, 4, 30, 16, 26, 1}",4.695943,"{1, 25, 14, 24, 8, 3, 23, 27, 4, 30, 16, 26, 9, 10, 21, 13, 5, 6, 29, 15, 22, 2, 28, 20, 12, 11, 17, 18, 7, 19, 1}",4.987456,0.062078,0.042734
"{1, 3, 22, 8, 12, 24, 19, 5, 10, 21, 13, 26, 29, 20, 15, 25, 9, 18, 17, 11, 28, 30, 2, 27, 14, 6, 7, 23, 4, 16, 1}",4.080482,"{1, 3, 22, 24, 8, 12, 19, 5, 10, 21, 13, 26, 29, 20, 15, 25, 9, 18, 17, 11, 28, 30, 2, 27, 14, 6, 7, 23, 4, 16, 1}",4.096659,0.003964,0.042725
"{1, 4, 18, 2, 26, 30, 27, 8, 13, 19, 23, 21, 11, 24, 6, 16, 14, 17, 5, 22, 15, 3, 20, 12, 9, 25, 28, 29, 10, 7, 1}",4.647583,"{1, 4, 18, 2, 26, 30, 27, 8, 13, 19, 23, 21, 11, 24, 6, 16, 5, 22, 15, 3, 20, 17, 14, 9, 12, 25, 28, 29, 10, 7, 1}",4.700955,0.011484,0.042708
"{1, 30, 15, 24, 5, 18, 21, 2, 29, 20, 23, 13, 17, 14, 7, 26, 11, 3, 9, 19, 16, 12, 4, 28, 10, 25, 22, 27, 8, 6, 1}",4.548355,"{1, 30, 24, 5, 18, 2, 21, 29, 23, 20, 13, 17, 14, 7, 26, 3, 9, 11, 25, 10, 22, 28, 4, 19, 16, 12, 27, 8, 6, 15, 1}",4.670322,0.026816,0.043324
"{1, 28, 26, 7, 9, 11, 16, 12, 30, 13, 5, 27, 29, 20, 19, 2, 10, 23, 8, 24, 18, 15, 14, 17, 21, 25, 22, 6, 3, 4, 1}",4.605655,"{1, 4, 6, 22, 25, 21, 17, 14, 15, 18, 24, 3, 7, 26, 28, 11, 16, 9, 8, 23, 10, 2, 19, 20, 29, 27, 5, 30, 13, 12, 1}",4.979286,0.081125,0.042999
"{1, 13, 20, 21, 22, 15, 18, 12, 29, 28, 3, 23, 7, 6, 9, 11, 19, 17, 14, 16, 10, 8, 25, 2, 24, 26, 4, 30, 27, 5, 1}",4.711410,"{1, 5, 27, 30, 4, 26, 24, 2, 25, 8, 10, 16, 14, 17, 19, 11, 9, 6, 7, 23, 3, 28, 29, 12, 18, 15, 22, 21, 20, 13, 1}",4.711410,0.000000,0.042710
"{1, 25, 7, 30, 22, 15, 6, 19, 2, 27, 28, 12, 23, 9, 17, 20, 18, 29, 10, 5, 26, 14, 11, 13, 8, 3, 21, 4, 16, 24, 1}",4.141967,"{1, 24, 16, 4, 21, 3, 8, 13, 11, 14, 26, 5, 29, 18, 10, 20, 17, 9, 23, 12, 28, 27, 2, 19, 6, 15, 22, 30, 7, 25, 1}",4.159532,0.004241,0.043045
"{1, 23, 10, 11, 19, 12, 17, 13, 4, 29, 6, 25, 3, 26, 9, 24, 20, 22, 28, 7, 14, 16, 18, 27, 8, 2, 5, 21, 30, 15, 1}",5.077043,"{1, 15, 23, 10, 11, 19, 12, 17, 13, 4, 29, 6, 25, 3, 26, 9, 24, 20, 22, 28, 14, 7, 16, 2, 8, 5, 27, 18, 21, 30, 1}",5.134620,0.011341,0.042764
"{1, 24, 7, 25, 23, 30, 14, 5, 16, 21, 12, 19, 6, 28, 8, 27, 2, 20, 17, 9, 26, 3, 22, 29, 10, 18, 15, 11, 4, 13, 1}",4.630843,"{1, 24, 7, 25, 23, 30, 14, 5, 16, 21, 12, 19, 6, 28, 8, 27, 2, 20, 17, 9, 26, 3, 22, 29, 10, 18, 15, 11, 4, 13, 1}",4.630843,0.000000,0.045207
"{1, 15, 22, 12, 9, 10, 8, 25, 24, 30, 21, 23, 5, 16, 7, 13, 6, 20, 29, 3, 18, 28, 2, 19, 17, 11, 4, 27, 26, 14, 1}",4.300159,"{1, 15, 22, 12, 9, 10, 8, 25, 24, 30, 21, 23, 5, 16, 7, 13, 6, 20, 29, 3, 18, 28, 2, 19, 17, 11, 4, 27, 26, 14, 1}",4.300159,0.000000,0.042701
"{1, 18, 9, 29, 14, 17, 6, 23, 4, 15, 27, 25, 28, 8, 21, 10, 3, 24, 11, 7, 12, 22, 16, 13, 2, 5, 30, 20, 26, 19, 1}",4.171647,"{1, 18, 9, 29, 14, 17, 6, 23, 4, 15, 27, 25, 28, 8, 21, 10, 3, 24, 11, 7, 12, 22, 16, 13, 2, 5, 30, 20, 26, 19, 1}",4.171647,0.000000,0.042613
"{1, 22, 12, 6, 18, 25, 8, 7, 26, 13, 21, 19, 11, 28, 5, 4, 9, 16, 17, 24, 27, 29, 14, 30, 2, 20, 23, 10, 3, 15, 1}",4.436022,"{1, 22, 12, 6, 18, 25, 8, 7, 26, 13, 21, 19, 11, 28, 5, 4, 9, 16, 17, 24, 27, 29, 14, 30, 2, 10, 23, 20, 15, 3, 1}",4.466715,0.006919,0.042719
"{1, 7, 11, 18, 5, 14, 10, 6, 20, 22, 4, 30, 25, 26, 3, 16, 27, 19, 29, 2, 12, 9, 23, 8, 17, 21, 24, 28, 15, 13, 1}",5.025830,"{1, 13, 15, 28, 24, 21, 17, 8, 23, 9, 12, 2, 29, 19, 3, 27, 16, 30, 4, 22, 20, 6, 11, 7, 18, 5, 14, 10, 25, 26, 1}",5.351286,0.064757,0.042776
"{1, 10, 29, 2, 14, 27, 24, 23, 25, 17, 3, 30, 21, 20, 6, 9, 7, 19, 13, 28, 16, 4, 11, 26, 22, 8, 15, 5, 18, 12, 1}",4.418216,"{1, 10, 29, 2, 14, 27, 24, 23, 25, 17, 3, 30, 21, 20, 6, 9, 7, 19, 13, 28, 16, 4, 11, 22, 26, 8, 15, 5, 12, 18, 1}",4.546783,0.029099,0.042566
"{1, 25, 12, 20, 15, 27, 23, 6, 8, 5, 10, 26, 21, 13, 7, 24, 16, 2, 17, 14, 18, 28, 22, 19, 4, 11, 9, 3, 30, 29, 1}",4.150195,"{1, 29, 30, 22, 28, 18, 14, 17, 19, 3, 9, 11, 4, 13, 26, 21, 20, 12, 25, 15, 27, 23, 6, 8, 5, 10, 7, 24, 16, 2, 1}",4.732904,0.140405,0.042832
"{1, 11, 7, 8, 13, 5, 6, 15, 30, 21, 9, 19, 4, 17, 23, 2, 28, 3, 16, 22, 12, 18, 26, 27, 14, 10, 20, 24, 25, 29, 1}",4.443806,"{1, 11, 7, 8, 13, 5, 6, 15, 21, 30, 9, 19, 17, 23, 2, 28, 3, 16, 22, 12, 18, 26, 27, 4, 14, 10, 20, 24, 25, 29, 1}",4.508152,0.014480,0.042713
"{1, 17, 5, 21, 20, 30, 12, 29, 16, 15, 8, 18, 26, 3, 11, 14, 2, 24, 28, 6, 10, 27, 7, 22, 25, 13, 9, 23, 19, 4, 1}",4.535693,"{1, 4, 25, 22, 7, 27, 10, 6, 13, 23, 9, 28, 24, 2, 14, 11, 3, 26, 18, 8, 15, 16, 29, 12, 30, 20, 21, 19, 5, 17, 1}",4.620029,0.018594,0.042559
"{1, 9, 30, 6, 13, 16, 28, 20, 27, 22, 8, 15, 17, 5, 23, 4, 29, 24, 12, 11, 7, 19, 2, 26, 21, 10, 14, 18, 3, 25, 1}",4.326636,"{1, 25, 3, 18, 14, 10, 21, 26, 2, 9, 13, 6, 30, 19, 7, 11, 12, 24, 29, 4, 23, 5, 17, 15, 8, 22, 27, 20, 28, 16, 1}",4.397066,0.016278,0.042589
"{1, 4, 27, 29, 19, 30, 2, 13, 28, 6, 8, 17, 25, 10, 21, 5, 7, 24, 3, 20, 11, 15, 12, 22, 26, 18, 14, 23, 16, 9, 1}",4.845035,"{1, 4, 27, 29, 19, 30, 2, 13, 28, 6, 8, 17, 25, 10, 21, 5, 24, 7, 3, 20, 11, 15, 12, 22, 26, 18, 14, 23, 16, 9, 1}",4.886760,0.008612,0.042804
"{1, 20, 4, 17, 19, 14, 15, 16, 26, 11, 30, 7, 12, 2, 21, 13, 29, 18, 6, 9, 23, 3, 27, 10, 25, 22, 5, 8, 28, 24, 1}",4.703741,"{1, 24, 28, 8, 5, 22, 25, 10, 27, 3, 18, 23, 6, 9, 13, 21, 29, 30, 11, 26, 16, 15, 14, 4, 20, 17, 19, 2, 12, 7, 1}",5.003339,0.063694,0.044668
"{1, 21, 23, 3, 27, 15, 13, 2, 16, 11, 22, 12, 10, 30, 4, 8, 5, 9, 6, 17, 19, 7, 29, 26, 20, 18, 14, 24, 28, 25, 1}",4.893700,"{1, 21, 23, 3, 27, 15, 13, 2, 16, 11, 22, 12, 10, 30, 4, 8, 5, 9, 6, 17, 19, 7, 29, 26, 20, 18, 14, 24, 28, 25, 1}",4.893700,0.000000,0.043154
"{1, 21, 29, 30, 5, 11, 27, 17, 20, 13, 25, 7, 28, 2, 4, 9, 24, 26, 15, 12, 3, 23, 8, 14, 18, 19, 6, 22, 10, 16, 1}",4.812385,"{1, 21, 29, 30, 5, 11, 27, 17, 20, 25, 7, 28, 2, 13, 4, 9, 24, 26, 15, 12, 3, 23, 8, 14, 18, 19, 6, 22, 10, 16, 1}",4.836605,0.005033,0.042726
"{1, 14, 10, 25, 23, 20, 29, 8, 13, 17, 19, 9, 2, 7, 22, 26, 28, 15, 18, 4, 11, 24, 16, 21, 27, 12, 30, 3, 5, 6, 1}",5.129106,"{1, 14, 10, 25, 23, 20, 29, 19, 17, 8, 13, 16, 24, 11, 4, 18, 15, 28, 26, 22, 7, 9, 2, 21, 27, 12, 30, 3, 5, 6, 1}",5.442094,0.061022,0.042662
"{1, 21, 13, 30, 2, 28, 16, 9, 29, 18, 17, 12, 5, 15, 23, 27, 10, 3, 4, 8, 20, 19, 24, 11, 7, 26, 22, 14, 6, 25, 1}",4.567103,"{1, 25, 6, 14, 22, 26, 11, 7, 24, 19, 20, 8, 4, 3, 10, 27, 23, 15, 5, 12, 17, 18, 29, 9, 16, 28, 2, 30, 13, 21, 1}",4.581268,0.003102,0.043140
"{1, 29, 12, 26, 14, 7, 16, 30, 25, 27, 10, 22, 21, 20, 5, 28, 3, 18, 11, 24, 4, 8, 13, 23, 9, 2, 6, 19, 15, 17, 1}",4.983027,"{1, 29, 17, 30, 25, 27, 10, 22, 18, 3, 11, 24, 15, 19, 6, 2, 9, 23, 13, 4, 8, 28, 5, 20, 21, 14, 7, 16, 26, 12, 1}",5.063883,0.016226,0.042711
"{1, 21, 27, 24, 22, 23, 7, 16, 14, 5, 25, 28, 3, 19, 29, 26, 18, 4, 12, 11, 2, 8, 6, 15, 30, 20, 9, 17, 13, 10, 1}",4.317643,"{1, 21, 27, 24, 22, 16, 14, 7, 5, 23, 25, 28, 3, 19, 29, 26, 18, 4, 12, 11, 8, 2, 15, 6, 30, 20, 9, 17, 13, 10, 1}",4.382817,0.015095,0.042820
"{1, 10, 3, 29, 5, 14, 22, 30, 20, 16, 15, 19, 8, 2, 9, 7, 25, 11, 12, 18, 26, 17, 13, 23, 28, 27, 24, 21, 6, 4, 1}",4.537603,"{1, 4, 6, 21, 24, 27, 28, 23, 13, 17, 26, 18, 12, 11, 25, 7, 9, 2, 8, 19, 15, 16, 20, 30, 22, 10, 3, 29, 14, 5, 1}",4.641199,0.022830,0.042614
"{1, 12, 24, 5, 20, 4, 25, 22, 10, 21, 30, 23, 15, 14, 18, 2, 16, 6, 13, 17, 29, 19, 27, 8, 28, 9, 11, 7, 3, 26, 1}",4.238379,"{1, 12, 24, 5, 20, 4, 25, 22, 10, 21, 30, 23, 15, 14, 18, 2, 16, 6, 13, 17, 29, 19, 27, 8, 28, 9, 11, 7, 3, 26, 1}",4.238379,0.000000,0.042611
"{1, 24, 3, 27, 28, 13, 17, 12, 20, 5, 6, 7, 22, 30, 2, 10, 18, 8, 9, 11, 16, 26, 14, 25, 4, 23, 21, 15, 19, 29, 1}",4.880575,"{1, 25, 14, 4, 26, 16, 23, 21, 15, 19, 29, 20, 5, 24, 3, 27, 28, 13, 17, 12, 7, 22, 30, 6, 2, 10, 18, 8, 9, 11, 1}",5.308843,0.087750,0.042759
"{1, 4, 12, 3, 8, 29, 27, 6, 18, 20, 26, 22, 15, 16, 17, 10, 30, 14, 23, 21, 9, 5, 19, 24, 13, 2, 28, 7, 25, 11, 1}",4.334069,"{1, 4, 12, 3, 8, 29, 27, 6, 18, 20, 26, 22, 15, 16, 17, 10, 30, 14, 9, 21, 23, 19, 24, 13, 5, 2, 28, 7, 25, 11, 1}",4.337405,0.000770,0.042737
"{1, 24, 3, 13, 2, 5, 19, 28, 14, 10, 17, 4, 9, 23, 26, 18, 25, 21, 29, 27, 11, 22, 16, 20, 15, 12, 8, 7, 30, 6, 1}",4.482534,"{1, 24, 3, 13, 2, 5, 19, 28, 14, 10, 17, 4, 9, 26, 23, 27, 29, 11, 21, 25, 18, 22, 16, 20, 30, 6, 7, 8, 12, 15, 1}",4.642535,0.035694,0.042684
"{1, 10, 29, 12, 30, 17, 2, 8, 4, 26, 3, 7, 22, 23, 18, 15, 16, 9, 25, 6, 14, 28, 13, 19, 24, 27, 20, 5, 11, 21, 1}",3.798239,"{1, 10, 29, 12, 30, 17, 2, 8, 4, 26, 3, 7, 22, 23, 18, 15, 16, 9, 25, 14, 6, 11, 28, 13, 19, 24, 27, 20, 5, 21, 1}",3.829624,0.008263,0.047929
"{1, 26, 27, 24, 12, 5, 4, 29, 13, 17, 20, 9, 25, 16, 6, 21, 7, 14, 11, 8, 10, 22, 30, 18, 15, 23, 3, 2, 28, 19, 1}",4.758220,"{1, 19, 26, 3, 23, 15, 27, 24, 12, 5, 4, 29, 13, 17, 20, 9, 25, 16, 6, 21, 7, 14, 11, 8, 10, 22, 30, 18, 2, 28, 1}",4.781364,0.004864,0.050614
"{1, 28, 4, 13, 15, 29, 25, 2, 24, 20, 23, 6, 12, 3, 11, 19, 5, 21, 14, 26, 27, 10, 22, 7, 9, 8, 30, 17, 18, 16, 1}",4.397277,"{1, 28, 4, 13, 15, 29, 25, 2, 24, 20, 23, 6, 12, 3, 11, 19, 5, 21, 14, 26, 27, 10, 22, 7, 9, 8, 30, 17, 18, 16, 1}",4.397277,0.000000,0.047827
"{1, 8, 13, 24, 12, 29, 28, 21, 2, 27, 9, 26, 22, 15, 25, 23, 11, 16, 19, 17, 7, 5, 20, 3, 30, 6, 14, 10, 18, 4, 1}",4.685650,"{1, 4, 18, 10, 14, 6, 30, 3, 20, 5, 7, 17, 19, 16, 11, 23, 25, 15, 22, 26, 9, 27, 2, 21, 28, 29, 12, 24, 8, 13, 1}",4.692812,0.001529,0.042983
"{1, 17, 27, 11, 30, 2, 26, 22, 19, 20, 7, 29, 15, 28, 24, 4, 21, 16, 5, 23, 18, 8, 13, 25, 12, 6, 9, 3, 14, 10, 1}",5.137212,"{1, 27, 17, 25, 12, 13, 8, 18, 23, 5, 16, 6, 9, 3, 21, 4, 24, 28, 15, 29, 7, 20, 19, 26, 22, 14, 10, 2, 30, 11, 1}",5.413200,0.053723,0.042711
"{1, 17, 27, 25, 19, 26, 21, 12, 8, 9, 28, 6, 23, 29, 22, 18, 7, 2, 4, 30, 14, 11, 16, 24, 20, 10, 15, 13, 3, 5, 1}",4.365901,"{1, 5, 3, 13, 15, 10, 20, 24, 16, 11, 14, 30, 4, 2, 7, 18, 22, 29, 23, 6, 21, 26, 19, 25, 12, 8, 9, 28, 27, 17, 1}",4.417104,0.011728,0.042623
"{1, 25, 2, 10, 14, 22, 8, 28, 4, 7, 11, 29, 12, 13, 9, 24, 21, 17, 3, 20, 23, 5, 15, 30, 19, 27, 6, 26, 16, 18, 1}",4.360538,"{1, 18, 16, 26, 6, 27, 19, 30, 15, 5, 23, 20, 3, 17, 21, 24, 9, 13, 12, 29, 11, 7, 4, 28, 8, 22, 14, 10, 2, 25, 1}",4.360537,0.000000,0.042682
"{1, 22, 13, 19, 25, 26, 5, 9, 3, 16, 24, 18, 6, 17, 4, 29, 30, 8, 2, 14, 12, 27, 20, 28, 11, 21, 15, 7, 23, 10, 1}",4.507547,"{1, 10, 23, 7, 21, 11, 28, 20, 14, 2, 12, 27, 15, 29, 4, 30, 8, 6, 18, 17, 24, 16, 3, 9, 5, 26, 25, 19, 13, 22, 1}",4.632275,0.027671,0.042648
"{1, 10, 27, 4, 12, 21, 24, 15, 30, 25, 13, 3, 18, 28, 14, 7, 19, 26, 29, 20, 6, 8, 22, 9, 11, 16, 23, 17, 5, 2, 1}",4.510079,"{1, 10, 27, 4, 12, 21, 24, 15, 30, 25, 13, 3, 18, 28, 14, 19, 7, 26, 29, 20, 6, 8, 22, 9, 11, 16, 23, 17, 5, 2, 1}",4.509707,-0.000082,0.042666
"{1, 6, 15, 18, 21, 24, 14, 7, 23, 19, 25, 3, 13, 12, 22, 2, 20, 30, 27, 16, 10, 11, 4, 17, 5, 29, 26, 9, 28, 8, 1}",4.520370,"{1, 6, 15, 18, 21, 24, 14, 7, 23, 19, 25, 3, 13, 12, 22, 2, 20, 30, 27, 16, 10, 11, 4, 17, 5, 29, 26, 9, 28, 8, 1}",4.520370,0.000000,0.042665
"{1, 14, 16, 7, 19, 11, 25, 8, 20, 9, 18, 28, 26, 2, 4, 13, 17, 6, 5, 22, 15, 12, 27, 23, 21, 24, 30, 10, 3, 29, 1}",4.893393,"{1, 17, 6, 22, 5, 3, 10, 24, 30, 15, 12, 21, 23, 27, 28, 18, 20, 8, 25, 11, 19, 7, 9, 26, 2, 4, 13, 16, 14, 29, 1}",4.989019,0.019542,0.043149
"{1, 8, 6, 23, 24, 12, 18, 27, 28, 4, 21, 17, 9, 15, 13, 19, 16, 22, 20, 26, 2, 11, 30, 29, 14, 7, 10, 25, 5, 3, 1}",4.374328,"{1, 8, 6, 23, 24, 12, 18, 27, 28, 4, 21, 17, 9, 15, 13, 19, 16, 22, 20, 26, 2, 11, 30, 29, 14, 7, 10, 25, 5, 3, 1}",4.374328,0.000000,0.044639
"{1, 26, 17, 4, 29, 6, 23, 30, 20, 15, 10, 5, 27, 3, 7, 18, 25, 13, 2, 11, 24, 22, 9, 21, 12, 16, 14, 8, 19, 28, 1}",4.171747,"{1, 28, 19, 8, 14, 16, 12, 21, 9, 22, 24, 11, 2, 13, 25, 18, 7, 3, 27, 5, 10, 15, 20, 30, 23, 6, 29, 4, 17, 26, 1}",4.171748,0.000000,0.042784
"{1, 4, 5, 23, 17, 8, 26, 29, 18, 22, 7, 21, 20, 3, 14, 24, 10, 28, 12, 15, 16, 25, 2, 27, 6, 13, 30, 19, 11, 9, 1}",4.558779,"{1, 9, 11, 19, 30, 13, 6, 27, 2, 25, 16, 15, 12, 28, 10, 24, 14, 3, 20, 21, 7, 22, 18, 29, 26, 8, 17, 23, 5, 4, 1}",4.558779,0.000000,0.042627
"{1, 3, 28, 27, 10, 24, 22, 25, 18, 7, 23, 5, 8, 20, 2, 14, 29, 19, 17, 12, 21, 15, 30, 26, 16, 6, 4, 9, 11, 13, 1}",4.742811,"{1, 3, 28, 27, 10, 24, 22, 25, 18, 7, 23, 8, 20, 2, 14, 29, 19, 17, 12, 15, 21, 16, 26, 30, 6, 9, 11, 13, 4, 5, 1}",4.800815,0.012230,0.042996
"{1, 6, 7, 14, 22, 16, 5, 23, 11, 2, 10, 24, 30, 4, 20, 3, 26, 28, 18, 9, 8, 25, 15, 12, 17, 27, 29, 21, 19, 13, 1}",4.305019,"{1, 7, 14, 6, 13, 19, 21, 29, 27, 17, 12, 15, 25, 8, 9, 18, 28, 26, 3, 20, 4, 30, 24, 10, 2, 11, 23, 5, 16, 22, 1}",4.396330,0.021210,0.042709
"{1, 25, 21, 28, 29, 19, 20, 9, 4, 23, 5, 8, 7, 12, 11, 10, 22, 3, 24, 2, 27, 15, 18, 30, 26, 13, 17, 14, 6, 16, 1}",4.410118,"{1, 25, 21, 29, 28, 19, 20, 9, 4, 5, 23, 8, 7, 12, 11, 10, 14, 22, 3, 24, 2, 27, 15, 30, 26, 18, 17, 13, 6, 16, 1}",4.569311,0.036097,0.043004
"{1, 15, 20, 25, 5, 19, 3, 28, 23, 11, 14, 13, 6, 26, 17, 22, 7, 9, 8, 30, 4, 21, 29, 24, 2, 18, 12, 10, 16, 27, 1}",4.785004,"{1, 15, 20, 25, 5, 19, 3, 28, 23, 11, 14, 13, 6, 26, 17, 22, 7, 9, 8, 30, 4, 21, 29, 24, 2, 18, 12, 27, 10, 16, 1}",4.918583,0.027916,0.042889
"{1, 14, 28, 19, 20, 22, 18, 6, 7, 27, 8, 2, 11, 3, 5, 26, 16, 30, 12, 17, 15, 24, 23, 9, 29, 4, 10, 21, 13, 25, 1}",4.508556,"{1, 28, 14, 21, 13, 4, 10, 29, 9, 23, 24, 15, 17, 12, 30, 16, 26, 5, 3, 11, 2, 8, 27, 7, 6, 18, 22, 20, 25, 19, 1}",4.570030,0.013635,0.042701
"{1, 5, 6, 9, 19, 13, 8, 18, 30, 11, 29, 23, 17, 12, 25, 16, 28, 24, 26, 21, 20, 15, 14, 22, 3, 2, 4, 27, 7, 10, 1}",4.793115,"{1, 5, 10, 7, 27, 4, 2, 3, 22, 14, 15, 20, 26, 21, 24, 28, 16, 25, 12, 17, 23, 29, 11, 30, 19, 9, 6, 13, 8, 18, 1}",4.984163,0.039859,0.042653
"{1, 28, 10, 3, 29, 18, 22, 15, 14, 9, 26, 27, 11, 8, 4, 30, 2, 19, 21, 20, 23, 12, 5, 13, 6, 25, 24, 16, 17, 7, 1}",4.092157,"{1, 7, 17, 16, 24, 25, 6, 13, 5, 12, 23, 20, 21, 19, 4, 8, 11, 30, 2, 9, 27, 26, 14, 15, 22, 18, 29, 3, 10, 28, 1}",4.097558,0.001320,0.042697
"{1, 29, 27, 4, 23, 30, 21, 25, 12, 18, 20, 8, 24, 3, 16, 6, 17, 5, 28, 15, 13, 26, 14, 19, 2, 22, 9, 10, 11, 7, 1}",4.242059,"{1, 29, 27, 4, 23, 30, 21, 25, 12, 17, 18, 20, 8, 24, 3, 16, 6, 5, 15, 13, 26, 14, 19, 2, 28, 22, 9, 10, 11, 7, 1}",4.267118,0.005907,0.042664
"{1, 9, 8, 20, 16, 10, 30, 7, 3, 26, 4, 19, 6, 22, 2, 28, 23, 21, 14, 17, 15, 12, 11, 13, 25, 18, 5, 27, 24, 29, 1}",4.741256,"{1, 29, 24, 27, 5, 18, 25, 13, 11, 12, 15, 17, 14, 21, 23, 28, 2, 22, 6, 19, 4, 26, 3, 7, 30, 10, 16, 20, 8, 9, 1}",4.741256,0.000000,0.042631
"{1, 23, 18, 19, 5, 3, 17, 15, 9, 13, 22, 27, 10, 6, 26, 29, 21, 20, 8, 7, 11, 16, 30, 24, 14, 4, 25, 12, 28, 2, 1}",4.697716,"{1, 2, 12, 25, 4, 14, 24, 30, 16, 11, 7, 8, 20, 21, 29, 26, 6, 10, 27, 22, 13, 9, 15, 17, 3, 5, 19, 18, 23, 28, 1}",4.736517,0.008260,0.044999
"{1, 24, 29, 2, 10, 21, 30, 25, 4, 27, 9, 5, 22, 20, 23, 26, 6, 19, 8, 28, 16, 12, 14, 17, 13, 3, 18, 15, 7, 11, 1}",4.734035,"{1, 11, 7, 15, 18, 3, 13, 17, 14, 12, 16, 28, 8, 19, 6, 26, 23, 20, 22, 5, 9, 27, 4, 25, 30, 21, 10, 2, 29, 24, 1}",4.734034,0.000000,0.042774
"{1, 13, 2, 9, 14, 26, 29, 23, 12, 20, 6, 19, 28, 18, 11, 3, 15, 10, 27, 4, 16, 7, 21, 8, 17, 5, 25, 30, 22, 24, 1}",4.699481,"{1, 13, 2, 23, 12, 29, 20, 6, 19, 28, 18, 11, 3, 10, 15, 14, 26, 9, 5, 7, 16, 27, 4, 21, 8, 17, 25, 30, 22, 24, 1}",4.700237,0.000161,0.042592
"{1, 26, 4, 15, 30, 24, 27, 7, 13, 29, 28, 20, 3, 10, 17, 8, 2, 19, 25, 22, 11, 21, 14, 12, 16, 6, 23, 5, 9, 18, 1}",4.233159,"{1, 18, 30, 24, 10, 17, 8, 2, 19, 25, 22, 11, 21, 14, 12, 16, 6, 23, 5, 9, 27, 7, 13, 29, 28, 20, 3, 15, 4, 26, 1}",4.404640,0.040509,0.043075
"{1, 27, 8, 9, 3, 26, 17, 28, 19, 16, 20, 5, 22, 4, 15, 30, 11, 7, 14, 2, 23, 13, 21, 18, 29, 25, 6, 12, 10, 24, 1}",4.462317,"{1, 27, 8, 20, 5, 22, 4, 16, 3, 9, 26, 17, 28, 19, 15, 30, 11, 7, 14, 2, 23, 13, 21, 18, 29, 25, 6, 12, 10, 24, 1}",4.605236,0.032028,0.042637
"{1, 24, 17, 8, 3, 29, 10, 20, 19, 23, 12, 22, 2, 6, 16, 14, 27, 26, 25, 30, 11, 15, 7, 21, 18, 9, 13, 4, 5, 28, 1}",4.521570,"{1, 24, 3, 29, 8, 17, 28, 5, 13, 9, 18, 21, 7, 15, 12, 22, 2, 6, 11, 30, 25, 26, 27, 14, 16, 10, 20, 19, 23, 4, 1}",4.800755,0.061745,0.042660
"{1, 8, 26, 9, 21, 10, 19, 22, 20, 4, 12, 14, 15, 3, 6, 16, 28, 13, 7, 2, 30, 24, 27, 25, 11, 23, 17, 29, 18, 5, 1}",4.965171,"{1, 8, 5, 18, 29, 17, 23, 11, 25, 27, 24, 30, 7, 2, 13, 28, 16, 6, 3, 15, 14, 12, 4, 20, 22, 19, 10, 21, 9, 26, 1}",4.994194,0.005845,0.042762
"{1, 9, 17, 18, 3, 2, 7, 6, 29, 11, 10, 19, 8, 27, 15, 24, 4, 13, 30, 20, 21, 14, 23, 12, 26, 25, 16, 28, 22, 5, 1}",3.847994,"{1, 5, 28, 22, 16, 25, 26, 12, 23, 14, 21, 20, 30, 13, 4, 24, 15, 27, 8, 19, 10, 11, 29, 6, 7, 2, 3, 18, 17, 9, 1}",3.850768,0.000721,0.042870
