optimal_tour,optimal_tour_length,gcn_tour,gcn_tour_length,score,time
"{1, 9, 14, 5, 7, 13, 29, 25, 4, 23, 10, 16, 19, 15, 24, 8, 12, 20, 21, 6, 11, 2, 26, 17, 30, 18, 22, 28, 3, 27, 1}",4.375173,"{1, 9, 14, 5, 7, 13, 4, 23, 10, 20, 12, 16, 19, 15, 24, 8, 18, 30, 22, 28, 3, 27, 17, 26, 11, 6, 2, 21, 25, 29, 1}",4.655885,0.064160,0.094080
"{1, 2, 13, 30, 14, 18, 20, 27, 6, 29, 11, 15, 8, 17, 19, 23, 22, 3, 21, 5, 26, 7, 28, 4, 12, 9, 16, 25, 24, 10, 1}",4.427158,"{1, 20, 27, 6, 29, 15, 11, 8, 17, 19, 23, 22, 3, 21, 5, 26, 7, 28, 4, 12, 9, 16, 25, 24, 10, 13, 2, 18, 14, 30, 1}",4.684831,0.058203,0.094227
"{1, 22, 16, 27, 26, 6, 3, 12, 5, 7, 8, 2, 21, 4, 28, 11, 13, 17, 24, 29, 10, 25, 23, 30, 14, 19, 18, 20, 9, 15, 1}",4.418328,"{1, 15, 9, 20, 18, 19, 14, 30, 23, 25, 10, 29, 24, 17, 13, 11, 28, 4, 21, 2, 8, 7, 12, 3, 5, 6, 26, 27, 16, 22, 1}",4.474227,0.012652,0.094139
"{1, 12, 7, 17, 30, 23, 3, 6, 10, 8, 9, 2, 13, 29, 11, 24, 22, 21, 18, 20, 4, 16, 27, 14, 5, 15, 25, 28, 19, 26, 1}",4.261364,"{1, 26, 12, 7, 17, 30, 23, 3, 6, 10, 8, 9, 2, 13, 29, 22, 11, 24, 21, 18, 20, 4, 16, 27, 14, 5, 15, 25, 28, 19, 1}",4.371200,0.025775,0.094764
"{1, 18, 11, 14, 13, 23, 10, 2, 19, 12, 20, 21, 24, 25, 22, 4, 15, 30, 28, 8, 17, 7, 9, 16, 29, 3, 6, 26, 5, 27, 1}",4.245650,"{1, 27, 18, 11, 14, 5, 26, 6, 3, 29, 16, 9, 7, 17, 8, 28, 30, 15, 24, 21, 20, 12, 19, 2, 10, 23, 13, 4, 22, 25, 1}",4.476624,0.054402,0.095500
"{1, 2, 15, 3, 11, 19, 25, 27, 29, 30, 8, 5, 16, 23, 18, 22, 20, 7, 14, 4, 6, 26, 10, 9, 24, 12, 13, 28, 17, 21, 1}",4.363266,"{1, 2, 15, 3, 11, 19, 25, 27, 29, 30, 8, 5, 16, 23, 18, 22, 20, 7, 14, 4, 6, 26, 10, 9, 24, 12, 13, 28, 17, 21, 1}",4.363266,0.000000,0.095403
"{1, 2, 20, 26, 8, 24, 5, 13, 25, 12, 28, 6, 16, 29, 10, 23, 4, 11, 18, 14, 19, 30, 3, 15, 27, 22, 17, 21, 9, 7, 1}",4.260818,"{1, 7, 9, 21, 17, 22, 27, 15, 3, 30, 19, 14, 18, 11, 4, 23, 29, 10, 16, 6, 28, 12, 25, 13, 5, 24, 8, 26, 20, 2, 1}",4.277313,0.003871,0.095307
"{1, 26, 22, 2, 11, 23, 19, 7, 6, 29, 4, 28, 5, 20, 8, 14, 30, 25, 27, 13, 24, 9, 10, 16, 15, 3, 18, 21, 17, 12, 1}",4.334107,"{1, 26, 22, 2, 11, 23, 19, 6, 29, 7, 5, 20, 28, 8, 4, 14, 30, 25, 27, 13, 24, 9, 10, 16, 15, 3, 18, 21, 17, 12, 1}",4.413023,0.018208,0.093307
"{1, 5, 4, 28, 8, 16, 7, 14, 22, 23, 27, 12, 3, 10, 13, 11, 21, 2, 18, 29, 24, 6, 15, 30, 19, 17, 25, 20, 9, 26, 1}",4.412814,"{1, 5, 4, 28, 8, 16, 7, 14, 22, 23, 27, 12, 3, 10, 13, 11, 2, 18, 21, 29, 24, 6, 26, 9, 20, 25, 17, 19, 30, 15, 1}",4.493468,0.018277,0.091900
"{1, 7, 8, 29, 11, 22, 26, 5, 4, 14, 27, 18, 19, 21, 13, 3, 17, 16, 23, 12, 25, 15, 10, 6, 30, 2, 28, 20, 9, 24, 1}",4.736891,"{1, 7, 8, 29, 11, 22, 26, 5, 4, 14, 18, 27, 25, 12, 15, 10, 6, 30, 2, 9, 28, 20, 24, 3, 17, 16, 23, 13, 21, 19, 1}",5.241746,0.106579,0.092884
"{1, 6, 5, 8, 26, 10, 20, 21, 12, 22, 13, 27, 28, 3, 14, 2, 7, 23, 15, 18, 9, 11, 30, 24, 16, 4, 25, 19, 17, 29, 1}",3.964023,"{1, 6, 29, 17, 19, 25, 4, 16, 24, 18, 9, 11, 15, 23, 7, 2, 3, 14, 28, 27, 13, 22, 12, 21, 20, 10, 26, 8, 5, 30, 1}",4.349339,0.097203,0.092929
"{1, 7, 22, 17, 20, 29, 2, 3, 13, 23, 14, 19, 8, 5, 6, 21, 24, 28, 26, 27, 15, 18, 12, 4, 10, 11, 25, 9, 16, 30, 1}",4.747347,"{1, 30, 16, 9, 25, 11, 4, 10, 7, 22, 17, 29, 2, 3, 13, 23, 14, 19, 8, 5, 6, 21, 24, 20, 28, 26, 27, 15, 12, 18, 1}",5.100491,0.074387,0.094758
"{1, 28, 22, 20, 9, 14, 19, 8, 5, 16, 15, 23, 12, 7, 11, 6, 25, 24, 13, 17, 4, 3, 2, 26, 29, 21, 27, 30, 18, 10, 1}",4.816723,"{1, 28, 22, 5, 16, 15, 23, 12, 7, 11, 6, 8, 19, 14, 17, 13, 25, 24, 3, 4, 2, 26, 29, 21, 27, 9, 20, 18, 10, 30, 1}",5.060668,0.050645,0.094764
"{1, 22, 28, 29, 14, 10, 11, 24, 15, 27, 18, 3, 20, 19, 25, 30, 7, 8, 16, 4, 17, 13, 2, 9, 12, 5, 23, 6, 26, 21, 1}",4.403880,"{1, 22, 14, 29, 28, 10, 11, 24, 15, 27, 18, 3, 20, 19, 25, 30, 7, 8, 4, 16, 17, 13, 2, 9, 12, 5, 23, 6, 26, 21, 1}",4.443655,0.009032,0.094470
"{1, 14, 2, 3, 19, 28, 30, 11, 24, 29, 22, 25, 26, 10, 21, 12, 13, 16, 23, 17, 27, 4, 15, 9, 6, 7, 20, 8, 18, 5, 1}",4.791078,"{1, 5, 18, 8, 20, 7, 6, 15, 9, 4, 27, 17, 23, 16, 13, 12, 21, 10, 26, 25, 22, 29, 24, 11, 30, 28, 19, 14, 3, 2, 1}",4.890595,0.020771,0.094678
"{1, 27, 7, 10, 5, 20, 13, 25, 19, 28, 2, 26, 3, 12, 30, 14, 6, 18, 16, 8, 23, 9, 4, 17, 29, 11, 21, 24, 22, 15, 1}",4.120586,"{1, 15, 27, 7, 10, 5, 20, 13, 25, 19, 28, 2, 26, 3, 12, 30, 14, 18, 16, 6, 8, 23, 9, 4, 17, 29, 11, 21, 24, 22, 1}",4.222342,0.024695,0.095880
"{1, 29, 15, 8, 11, 14, 28, 10, 25, 26, 6, 19, 24, 30, 9, 4, 27, 3, 12, 17, 7, 21, 20, 16, 18, 2, 23, 13, 22, 5, 1}",4.486326,"{1, 29, 15, 8, 11, 14, 28, 10, 25, 26, 6, 19, 24, 30, 9, 4, 27, 3, 12, 17, 7, 21, 20, 16, 18, 2, 23, 13, 22, 5, 1}",4.486326,0.000000,0.095115
"{1, 3, 9, 14, 30, 2, 25, 23, 19, 26, 5, 15, 17, 28, 13, 16, 8, 12, 27, 6, 7, 29, 4, 18, 11, 24, 10, 22, 21, 20, 1}",4.452479,"{1, 30, 14, 9, 3, 2, 25, 23, 19, 5, 15, 26, 17, 28, 13, 16, 8, 12, 27, 6, 7, 29, 4, 18, 11, 24, 10, 22, 20, 21, 1}",4.541656,0.020029,0.095639
"{1, 12, 13, 14, 24, 11, 5, 27, 28, 20, 15, 22, 18, 17, 16, 21, 30, 4, 10, 26, 29, 6, 8, 23, 9, 19, 2, 25, 7, 3, 1}",4.842367,"{1, 13, 14, 24, 11, 5, 27, 28, 20, 15, 22, 18, 16, 21, 17, 30, 4, 10, 26, 29, 6, 8, 23, 9, 19, 2, 25, 7, 3, 12, 1}",4.944326,0.021056,0.092857
"{1, 17, 6, 27, 13, 10, 7, 30, 3, 24, 9, 8, 18, 21, 22, 14, 28, 11, 15, 5, 19, 23, 25, 16, 20, 26, 2, 29, 4, 12, 1}",4.548234,"{1, 17, 27, 13, 10, 7, 30, 3, 24, 9, 20, 16, 25, 23, 2, 26, 6, 12, 4, 29, 19, 5, 15, 11, 28, 14, 22, 21, 18, 8, 1}",5.463964,0.201337,0.092491
"{1, 13, 21, 11, 5, 8, 23, 7, 6, 3, 14, 28, 26, 27, 15, 22, 12, 20, 29, 2, 18, 16, 24, 4, 17, 30, 25, 9, 10, 19, 1}",4.384022,"{1, 21, 13, 11, 5, 8, 23, 6, 7, 3, 14, 28, 26, 27, 15, 22, 12, 20, 29, 2, 18, 16, 24, 4, 17, 30, 25, 9, 10, 19, 1}",4.385960,0.000442,0.093474
"{1, 21, 15, 29, 30, 13, 26, 25, 2, 28, 20, 3, 22, 11, 17, 16, 4, 5, 23, 24, 14, 12, 27, 7, 9, 10, 6, 18, 8, 19, 1}",4.477513,"{1, 19, 29, 15, 21, 25, 2, 28, 20, 3, 22, 11, 17, 16, 4, 5, 23, 24, 14, 12, 9, 7, 27, 10, 6, 18, 8, 30, 13, 26, 1}",4.742453,0.059171,0.092739
"{1, 16, 27, 2, 14, 29, 23, 19, 5, 10, 11, 20, 26, 30, 24, 8, 7, 6, 12, 13, 3, 21, 4, 17, 15, 28, 25, 22, 18, 9, 1}",4.558815,"{1, 16, 27, 2, 14, 29, 23, 19, 5, 10, 11, 20, 26, 30, 24, 8, 7, 6, 12, 13, 3, 4, 17, 15, 21, 28, 25, 22, 18, 9, 1}",4.621147,0.013673,0.093874
"{1, 3, 14, 9, 22, 8, 24, 23, 10, 21, 29, 19, 17, 11, 25, 28, 6, 30, 12, 5, 13, 27, 16, 2, 18, 4, 20, 26, 7, 15, 1}",4.698627,"{1, 3, 14, 24, 8, 22, 9, 23, 19, 29, 21, 10, 5, 13, 27, 16, 2, 18, 15, 7, 26, 20, 4, 12, 30, 6, 28, 25, 11, 17, 1}",5.354995,0.139694,0.092440
"{1, 6, 5, 25, 7, 16, 12, 2, 19, 10, 29, 27, 9, 26, 11, 13, 28, 4, 23, 14, 21, 24, 18, 30, 22, 20, 15, 8, 17, 3, 1}",4.777831,"{1, 3, 17, 8, 15, 20, 22, 30, 18, 24, 21, 14, 23, 4, 11, 13, 28, 27, 9, 26, 29, 10, 19, 2, 12, 16, 7, 25, 5, 6, 1}",4.812222,0.007198,0.092490
"{1, 27, 13, 15, 4, 19, 3, 29, 11, 10, 23, 21, 16, 8, 26, 17, 7, 18, 25, 9, 22, 28, 24, 2, 14, 6, 5, 12, 20, 30, 1}",4.272784,"{1, 27, 13, 15, 4, 19, 3, 29, 11, 10, 23, 21, 16, 8, 26, 17, 7, 18, 25, 9, 22, 28, 24, 2, 14, 6, 5, 12, 20, 30, 1}",4.272784,0.000000,0.092514
"{1, 28, 7, 21, 26, 29, 5, 18, 11, 15, 2, 23, 25, 6, 10, 30, 13, 3, 12, 27, 8, 22, 4, 9, 20, 17, 19, 24, 16, 14, 1}",4.413019,"{1, 14, 16, 24, 19, 17, 20, 9, 4, 22, 27, 8, 3, 13, 30, 10, 6, 25, 23, 2, 15, 11, 18, 5, 29, 26, 12, 21, 7, 28, 1}",4.509066,0.021765,0.093772
"{1, 4, 11, 16, 3, 22, 12, 7, 5, 6, 20, 14, 9, 15, 28, 23, 29, 27, 25, 21, 30, 26, 19, 10, 18, 8, 24, 13, 2, 17, 1}",4.629696,"{1, 17, 2, 8, 18, 10, 19, 12, 7, 22, 3, 16, 11, 4, 13, 24, 30, 26, 21, 25, 27, 29, 23, 28, 15, 9, 14, 20, 6, 5, 1}",5.486836,0.185139,0.095052
"{1, 13, 19, 28, 26, 9, 11, 5, 25, 2, 29, 7, 16, 23, 18, 8, 22, 14, 24, 3, 4, 15, 17, 6, 10, 20, 21, 27, 12, 30, 1}",4.331928,"{1, 30, 12, 27, 21, 3, 24, 14, 22, 8, 18, 23, 16, 7, 29, 2, 25, 5, 11, 9, 26, 28, 19, 13, 20, 6, 17, 10, 15, 4, 1}",4.539280,0.047866,0.095330
"{1, 15, 21, 18, 3, 8, 4, 14, 6, 19, 30, 12, 23, 27, 9, 28, 29, 10, 16, 7, 13, 25, 22, 24, 17, 11, 5, 2, 26, 20, 1}",4.721618,"{1, 20, 2, 5, 26, 11, 17, 24, 22, 25, 13, 7, 10, 16, 29, 28, 9, 27, 23, 12, 30, 19, 6, 14, 4, 8, 3, 18, 21, 15, 1}",4.767092,0.009631,0.095758
"{1, 6, 5, 29, 7, 22, 2, 14, 18, 3, 30, 12, 9, 21, 24, 28, 16, 23, 26, 25, 13, 27, 19, 20, 10, 4, 15, 17, 8, 11, 1}",4.340011,"{1, 11, 8, 17, 15, 4, 10, 20, 19, 27, 13, 25, 26, 23, 16, 28, 24, 21, 9, 12, 30, 3, 14, 18, 2, 22, 7, 29, 5, 6, 1}",4.385582,0.010500,0.095293
"{1, 15, 9, 25, 5, 13, 22, 29, 17, 11, 14, 3, 6, 18, 10, 12, 24, 19, 23, 20, 7, 2, 27, 26, 4, 21, 30, 8, 28, 16, 1}",3.851166,"{1, 16, 28, 15, 9, 30, 8, 21, 4, 26, 27, 2, 7, 20, 23, 24, 12, 19, 10, 18, 6, 3, 14, 11, 5, 13, 25, 22, 29, 17, 1}",4.038264,0.048582,0.095919
"{1, 24, 25, 10, 6, 19, 9, 26, 7, 27, 20, 8, 21, 18, 16, 15, 3, 17, 28, 4, 22, 14, 29, 2, 13, 5, 12, 30, 23, 11, 1}",4.660251,"{1, 11, 23, 12, 30, 5, 13, 2, 29, 14, 22, 4, 28, 17, 8, 20, 27, 7, 26, 9, 21, 18, 3, 15, 16, 19, 6, 10, 25, 24, 1}",4.744544,0.018088,0.094531
"{1, 22, 3, 15, 29, 23, 4, 7, 8, 11, 14, 26, 25, 18, 6, 16, 21, 27, 9, 5, 10, 2, 13, 19, 24, 28, 17, 20, 30, 12, 1}",4.811223,"{1, 22, 15, 29, 23, 4, 7, 8, 11, 14, 26, 25, 18, 6, 16, 21, 27, 9, 5, 10, 2, 13, 19, 24, 28, 17, 20, 30, 12, 3, 1}",4.853762,0.008842,0.093987
"{1, 26, 25, 11, 30, 8, 18, 6, 15, 19, 17, 3, 5, 20, 23, 2, 9, 27, 12, 22, 7, 21, 14, 10, 13, 24, 28, 4, 16, 29, 1}",4.346403,"{1, 26, 25, 30, 11, 8, 18, 6, 15, 19, 17, 5, 20, 3, 2, 23, 9, 27, 22, 7, 12, 21, 14, 10, 13, 24, 28, 4, 16, 29, 1}",4.408955,0.014392,0.092245
"{1, 22, 11, 20, 24, 29, 2, 9, 4, 12, 21, 8, 26, 18, 17, 14, 19, 23, 3, 5, 25, 16, 7, 10, 28, 30, 6, 27, 13, 15, 1}",4.497064,"{1, 15, 13, 27, 6, 7, 16, 3, 25, 5, 23, 26, 19, 18, 17, 14, 4, 9, 2, 29, 12, 21, 8, 10, 28, 30, 24, 20, 11, 22, 1}",4.591000,0.020888,0.092490
"{1, 22, 28, 13, 29, 21, 8, 20, 24, 25, 14, 16, 9, 2, 18, 12, 27, 19, 15, 26, 10, 23, 30, 7, 5, 3, 11, 17, 6, 4, 1}",4.989665,"{1, 22, 28, 13, 29, 21, 8, 20, 24, 25, 14, 16, 9, 2, 12, 27, 18, 15, 19, 10, 23, 30, 7, 6, 17, 11, 3, 5, 4, 26, 1}",5.093205,0.020751,0.092771
"{1, 25, 20, 9, 23, 11, 19, 17, 26, 22, 24, 27, 4, 15, 18, 29, 3, 12, 30, 21, 7, 28, 6, 16, 10, 8, 5, 14, 13, 2, 1}",5.049345,"{1, 2, 25, 20, 23, 11, 9, 7, 28, 21, 6, 14, 13, 5, 8, 10, 16, 30, 12, 3, 29, 18, 15, 24, 27, 4, 26, 22, 17, 19, 1}",5.335328,0.056637,0.092833
"{1, 15, 3, 2, 26, 27, 5, 20, 17, 28, 9, 30, 21, 19, 11, 24, 8, 10, 4, 29, 7, 12, 13, 22, 6, 25, 18, 16, 23, 14, 1}",4.780577,"{1, 14, 23, 16, 13, 12, 7, 29, 4, 10, 8, 24, 11, 19, 21, 9, 28, 17, 20, 5, 30, 26, 27, 3, 2, 15, 25, 18, 22, 6, 1}",5.349658,0.119040,0.092892
"{1, 27, 15, 23, 9, 14, 28, 16, 29, 3, 25, 22, 21, 4, 19, 26, 11, 10, 12, 8, 13, 7, 2, 6, 5, 30, 17, 18, 20, 24, 1}",4.804114,"{1, 27, 16, 29, 3, 25, 22, 21, 4, 19, 26, 11, 10, 12, 8, 13, 7, 30, 2, 6, 5, 17, 18, 20, 24, 15, 23, 9, 14, 28, 1}",4.989178,0.038522,0.095092
"{1, 8, 27, 19, 21, 5, 18, 22, 16, 29, 20, 12, 13, 10, 2, 26, 7, 15, 28, 30, 24, 11, 6, 17, 14, 9, 3, 25, 23, 4, 1}",4.406617,"{1, 4, 23, 25, 3, 9, 14, 17, 6, 11, 24, 30, 15, 28, 26, 7, 2, 10, 13, 12, 20, 29, 22, 16, 5, 21, 19, 27, 8, 18, 1}",4.615216,0.047338,0.094871
"{1, 15, 28, 29, 3, 27, 18, 5, 21, 19, 8, 24, 20, 16, 2, 12, 14, 11, 26, 10, 17, 7, 30, 4, 23, 9, 13, 6, 22, 25, 1}",4.727333,"{1, 15, 28, 29, 3, 27, 18, 21, 5, 19, 25, 22, 6, 13, 9, 23, 4, 30, 7, 17, 10, 26, 11, 14, 12, 2, 16, 20, 24, 8, 1}",5.108450,0.080620,0.094592
"{1, 20, 17, 18, 2, 5, 29, 3, 16, 13, 14, 15, 8, 9, 26, 19, 22, 21, 11, 6, 7, 23, 30, 24, 27, 12, 25, 28, 4, 10, 1}",4.058545,"{1, 20, 17, 18, 2, 5, 29, 3, 16, 13, 14, 15, 8, 9, 26, 19, 22, 21, 11, 6, 7, 23, 30, 24, 27, 25, 28, 4, 10, 12, 1}",4.099187,0.010014,0.093513
"{1, 30, 11, 3, 8, 14, 23, 7, 10, 28, 17, 13, 25, 9, 15, 12, 6, 4, 26, 24, 22, 19, 18, 2, 29, 5, 20, 16, 27, 21, 1}",4.576783,"{1, 30, 11, 3, 8, 14, 23, 7, 10, 28, 15, 12, 6, 4, 9, 13, 17, 25, 26, 24, 22, 19, 18, 2, 29, 5, 20, 16, 27, 21, 1}",4.603548,0.005848,0.092056
"{1, 8, 13, 11, 28, 6, 29, 15, 2, 14, 27, 20, 18, 30, 5, 12, 26, 4, 19, 21, 23, 7, 16, 24, 25, 9, 22, 10, 3, 17, 1}",4.857808,"{1, 8, 13, 11, 28, 6, 30, 5, 12, 26, 4, 19, 21, 18, 20, 27, 15, 29, 2, 14, 7, 23, 16, 24, 25, 9, 22, 10, 3, 17, 1}",5.034244,0.036320,0.094531
"{1, 3, 14, 27, 9, 10, 5, 25, 22, 2, 21, 20, 30, 24, 4, 18, 23, 11, 19, 17, 26, 16, 6, 7, 29, 12, 28, 8, 15, 13, 1}",4.603846,"{1, 3, 14, 21, 27, 9, 10, 5, 25, 22, 2, 20, 30, 24, 4, 18, 23, 11, 19, 26, 17, 16, 6, 7, 29, 12, 28, 8, 15, 13, 1}",4.682407,0.017064,0.094129
"{1, 28, 9, 23, 3, 20, 14, 7, 16, 18, 2, 27, 24, 22, 12, 29, 30, 8, 13, 26, 21, 17, 11, 19, 15, 5, 10, 6, 25, 4, 1}",4.667684,"{1, 28, 9, 4, 25, 6, 10, 19, 15, 11, 5, 17, 21, 26, 13, 8, 30, 29, 12, 22, 24, 27, 2, 18, 16, 7, 14, 20, 3, 23, 1}",4.801753,0.028723,0.094825
"{1, 6, 8, 27, 13, 29, 9, 2, 16, 25, 11, 4, 23, 18, 26, 15, 20, 22, 14, 21, 10, 28, 19, 3, 5, 17, 12, 30, 7, 24, 1}",4.500885,"{1, 24, 7, 30, 12, 17, 5, 19, 3, 28, 10, 21, 14, 22, 20, 15, 26, 18, 23, 4, 25, 16, 11, 2, 9, 29, 13, 27, 8, 6, 1}",4.543237,0.009410,0.095053
"{1, 17, 25, 8, 29, 28, 21, 12, 26, 24, 22, 11, 20, 23, 30, 2, 9, 4, 10, 18, 6, 3, 7, 13, 16, 19, 15, 5, 14, 27, 1}",4.889331,"{1, 17, 25, 8, 29, 28, 21, 12, 26, 24, 22, 11, 20, 23, 30, 2, 9, 4, 10, 18, 6, 3, 7, 13, 16, 19, 15, 5, 14, 27, 1}",4.889331,0.000000,0.094900
"{1, 8, 29, 20, 26, 30, 23, 21, 12, 17, 24, 22, 11, 10, 25, 14, 4, 18, 28, 27, 3, 15, 6, 16, 2, 9, 19, 7, 5, 13, 1}",4.702760,"{1, 8, 29, 20, 26, 23, 30, 21, 17, 24, 12, 22, 11, 10, 25, 14, 4, 18, 28, 27, 3, 15, 6, 16, 2, 9, 19, 7, 5, 13, 1}",4.751484,0.010361,0.095232
"{1, 22, 29, 4, 17, 28, 14, 12, 8, 30, 23, 18, 3, 25, 15, 11, 7, 9, 20, 24, 16, 21, 13, 19, 6, 2, 27, 10, 5, 26, 1}",4.260942,"{1, 22, 29, 28, 17, 4, 30, 12, 8, 14, 16, 21, 24, 20, 9, 7, 11, 15, 25, 3, 18, 23, 19, 13, 6, 2, 27, 10, 5, 26, 1}",4.627997,0.086144,0.095758
"{1, 6, 16, 18, 25, 2, 26, 21, 20, 22, 3, 5, 11, 29, 23, 14, 7, 10, 9, 28, 30, 4, 24, 19, 27, 15, 12, 8, 13, 17, 1}",4.676204,"{1, 6, 16, 18, 25, 2, 26, 21, 20, 22, 3, 5, 11, 29, 23, 14, 7, 9, 28, 10, 30, 4, 24, 19, 27, 15, 12, 8, 13, 17, 1}",4.677164,0.000205,0.094878
"{1, 5, 15, 2, 10, 27, 17, 23, 8, 22, 21, 18, 7, 28, 13, 12, 6, 4, 30, 16, 25, 24, 26, 20, 9, 3, 11, 19, 29, 14, 1}",4.254887,"{1, 14, 29, 19, 11, 3, 9, 20, 26, 24, 25, 16, 4, 30, 13, 28, 12, 6, 22, 8, 23, 17, 27, 10, 2, 15, 5, 7, 18, 21, 1}",4.539569,0.066907,0.095306
"{1, 9, 24, 10, 17, 3, 16, 23, 21, 11, 30, 29, 19, 15, 28, 5, 27, 14, 22, 20, 25, 6, 13, 7, 2, 12, 18, 26, 8, 4, 1}",4.094383,"{1, 9, 24, 10, 17, 3, 16, 27, 23, 21, 11, 30, 29, 19, 15, 5, 28, 22, 14, 20, 25, 6, 13, 7, 2, 12, 18, 4, 8, 26, 1}",4.258148,0.039997,0.094396
"{1, 11, 7, 14, 21, 17, 25, 23, 29, 4, 18, 16, 19, 6, 24, 28, 10, 22, 26, 3, 13, 30, 5, 20, 12, 2, 8, 27, 9, 15, 1}",4.298663,"{1, 15, 9, 27, 2, 8, 11, 7, 14, 21, 29, 23, 17, 25, 4, 18, 16, 19, 6, 24, 28, 10, 22, 26, 3, 13, 30, 5, 20, 12, 1}",4.726037,0.099420,0.096473
"{1, 6, 25, 28, 3, 30, 22, 4, 21, 19, 10, 14, 23, 13, 7, 2, 27, 29, 11, 17, 9, 15, 18, 16, 26, 20, 8, 5, 12, 24, 1}",4.585649,"{1, 24, 12, 5, 8, 20, 26, 16, 18, 15, 9, 17, 11, 29, 27, 2, 7, 13, 23, 14, 10, 19, 21, 4, 22, 30, 3, 28, 25, 6, 1}",4.585649,0.000000,0.094428
"{1, 25, 15, 21, 9, 3, 30, 26, 29, 5, 12, 19, 16, 13, 8, 6, 10, 2, 14, 20, 23, 24, 27, 11, 28, 7, 22, 17, 18, 4, 1}",4.519038,"{1, 25, 15, 21, 9, 3, 30, 26, 29, 5, 12, 19, 16, 13, 6, 8, 10, 2, 14, 20, 23, 24, 27, 11, 18, 4, 17, 22, 7, 28, 1}",4.743946,0.049769,0.092844
"{1, 29, 5, 3, 7, 22, 30, 10, 4, 23, 17, 8, 26, 19, 18, 9, 21, 12, 20, 27, 28, 25, 24, 16, 14, 11, 15, 6, 2, 13, 1}",4.691807,"{1, 13, 2, 6, 30, 22, 7, 3, 29, 5, 4, 10, 23, 8, 17, 26, 19, 18, 9, 21, 12, 20, 27, 28, 25, 24, 16, 14, 11, 15, 1}",4.976924,0.060769,0.093402
"{1, 9, 28, 29, 25, 20, 14, 3, 5, 12, 21, 18, 24, 15, 10, 11, 6, 27, 22, 19, 8, 23, 30, 16, 4, 13, 2, 7, 17, 26, 1}",4.269992,"{1, 26, 17, 7, 2, 13, 4, 16, 23, 30, 9, 28, 29, 25, 20, 14, 3, 5, 12, 21, 18, 24, 15, 10, 6, 11, 27, 22, 19, 8, 1}",4.666417,0.092840,0.093143
"{1, 14, 28, 2, 24, 29, 30, 26, 18, 27, 8, 3, 7, 20, 15, 23, 25, 17, 16, 6, 22, 21, 10, 5, 19, 4, 13, 9, 12, 11, 1}",4.730693,"{1, 11, 9, 12, 2, 28, 14, 7, 3, 8, 27, 18, 26, 30, 29, 24, 19, 4, 13, 10, 5, 21, 22, 6, 16, 17, 25, 23, 15, 20, 1}",4.844456,0.024048,0.093459
"{1, 18, 14, 17, 5, 25, 4, 28, 8, 27, 9, 6, 11, 20, 12, 3, 21, 22, 13, 29, 24, 7, 10, 2, 19, 23, 16, 26, 15, 30, 1}",3.547021,"{1, 30, 15, 26, 19, 23, 16, 17, 18, 14, 25, 5, 4, 28, 8, 27, 9, 6, 11, 20, 12, 3, 21, 22, 13, 29, 24, 7, 10, 2, 1}",3.854067,0.086564,0.093235
"{1, 11, 18, 19, 25, 20, 22, 24, 30, 23, 6, 15, 21, 13, 14, 17, 5, 16, 27, 3, 10, 4, 26, 12, 7, 29, 28, 2, 9, 8, 1}",4.225618,"{1, 11, 18, 8, 9, 2, 28, 7, 29, 12, 26, 4, 10, 27, 3, 16, 5, 17, 14, 13, 21, 15, 6, 23, 30, 24, 22, 20, 25, 19, 1}",4.365692,0.033149,0.093056
"{1, 15, 21, 29, 25, 17, 16, 27, 19, 10, 5, 6, 18, 9, 8, 20, 4, 14, 11, 26, 7, 22, 24, 30, 28, 12, 23, 2, 13, 3, 1}",4.698564,"{1, 21, 29, 25, 24, 2, 13, 23, 12, 30, 28, 22, 7, 26, 11, 4, 20, 8, 9, 18, 6, 5, 27, 14, 16, 17, 19, 10, 15, 3, 1}",4.898974,0.042654,0.095255
"{1, 19, 18, 12, 29, 17, 5, 4, 14, 7, 15, 27, 2, 8, 11, 3, 21, 28, 26, 24, 25, 16, 9, 6, 20, 30, 10, 13, 22, 23, 1}",4.264685,"{1, 19, 18, 12, 29, 5, 4, 14, 7, 11, 8, 27, 15, 2, 3, 21, 28, 26, 24, 25, 16, 9, 6, 20, 30, 10, 22, 13, 17, 23, 1}",4.359551,0.022245,0.095746
"{1, 30, 20, 13, 9, 18, 26, 19, 11, 7, 25, 5, 15, 14, 28, 16, 17, 10, 6, 22, 2, 24, 12, 23, 4, 27, 29, 8, 21, 3, 1}",4.743062,"{1, 30, 3, 20, 13, 9, 18, 26, 19, 11, 7, 25, 5, 15, 14, 28, 16, 17, 10, 6, 22, 2, 24, 12, 23, 4, 27, 29, 8, 21, 1}",4.852145,0.022998,0.095642
"{1, 18, 21, 20, 3, 14, 16, 12, 10, 26, 9, 25, 7, 24, 27, 30, 22, 23, 29, 4, 2, 28, 11, 5, 6, 13, 15, 8, 19, 17, 1}",4.863639,"{1, 18, 21, 20, 3, 14, 16, 8, 15, 13, 6, 5, 11, 28, 19, 17, 2, 4, 29, 23, 22, 30, 27, 24, 7, 25, 10, 12, 26, 9, 1}",5.349811,0.099960,0.094226
